"index","product_name","product_id","description"
"2776","Nike Air Max Plus III","CJ9684-001","The Nike Air Max Plus III combines ultra-comfortable Tuned Air Technology with an energetic silhouette made famous by its predecessors. The III updates the look with TPU details fused to the upper while paying homage to the iconic colour fade."
"2777","Nike Zoom 2K","AO0354-108","Inspired by running silhouettes from the early 2000s, the Nike Zoom 2K is reimagining the golden age of running sneakers. A classic Zoom bag takes it back to where it began, while the rubber wings that wrap the outsole push the design into the future."
"2778","Nike Zoom Pegasus Turbo 2","AT2863-100","The Nike Zoom Pegasus Turbo 2 is updated with a feather-light upper, while innovative foam brings revolutionary responsiveness to your long-distance training."
"2779","Nike Kawa Shower","832528-001","The Nike Kawa Shower Men's Slide is designed to help feet recover after competition. A textured Solarsoft footbed and flexible foam outsole offer lightweight comfort."
"2781","Air Jordan XXXIII","AQ8830-016","The Air Jordan XXXIII rewrites the story of an iconic basketball shoe. Its revolutionary closure system secures you for flight, while new FlightSpeed technology is tuned for optimal energy return."
"2782","Nike Odyssey React","AO9819-001","The Nike Odyssey React Men's Running Shoe provides crazy comfort that lasts as long as you can run. Its Nike React foam cushioning is responsive yet lightweight, durable yet soft. This attraction of opposites creates a sensation that not only enhances the feeling of moving forwards, but makes running feel fun, too. The upper of the Nike Odyssey React is built with a lightweight, breathable fabric instead of the premium Flyknit featured on the Nike Epic React."
"2783","Nike Air Max 1 DNA Ch. 1","AR3863-101","The Nike Air Max 1 DNA Ch. 1 converges with fellow renegade, the Air Huarache Run. Iconic Huarache details and materials like a soft neoprene tongue combine with a TPU heel counter that nods to the original Huarache heel cage for added support."
"2784","Nike Joyride Flyknit AW","CI3706-100","The Nike Joyride Run Flyknit AW is designed to help make running feel easier and give your legs a day off. Tiny foam beads underfoot contour to your foot for cushioning that stands up to your mileage."
"2785","Nike Legend React 2","AT1369-103","The Nike Legend React 2 features breathable mesh in the upper and a full-length foam midsole. It's made for runners who are ready to go the distance in comfort."
"2786","Nike Metcon 5","AQ1189-009","The Nike Metcon 5 is our most tuned Metcon yet. This means specific stability for heavy lifting, traction made for speed and durability where you need it. It even includes a Hyperlift insert that's compatible with all prior versions of the Metcon. Meet your secret weapon for weight-lifting and high-impact training."
"2787","LeBron 7","CU5133-600","First debuted on the hardwood during one of the King's epic December showdowns, the LeBron 7 returns in familiar festive hues to celebrate the game and the season. Featuring the same supple Team Red upper and black accents as the original iteration, this limited-edition sneaker is expertly engineered for the street and arrives complete with the unmistakable Air iconic to the model."
"2788","Nike Air VaporMax 360","CK9670-100","The Nike Air VaporMax 360 combines 2 legends of Air: the Nike Air Max 360 and the Nike VaporMax. Featuring a full-length foam midsole and VaporMax Air unit, you'll roll through the streets in comfort with bold, early-aughts style."
"2789","Nike Blazer Low QS Flyleather with at least 50% leather fibre","CI5546-100","Inspired by basketball, the Nike Blazer Low QS Flyleather features an innovative Flyleather upper for a premium look and bold graphics by artist Steven Harrington."
"2790","Nike SB Dunk High Pro","BQ6826-003","The Nike SB Dunk High Pro pairs iconic Dunk style with a high-top design for a fresh look. A Zoom Air unit in the heel and a padded tongue create a comfortable fit that's made to skate."
"2791","Nike Air Max 90 FlyEase","CU0814-102","Nike Sportswear's first collaboration by the Hatfield brothers, the Nike Air Max 90 FlyEase combines the timelessness of Tinker's original design with Tobie's FlyEase technology. The heel collapses when you step in then snaps back into place, providing quick, easy access to one of history's most iconic sneakers."
"2792","Nike M2K Tekno","AV4789-104","Drawing inspiration from the Monarch franchise, the Nike M2K Tekno combines real and synthetic leathers with textile for a layered look."
"2793","Nike React Kenny 55","CJ3312-001","The Nike React Kenny 55 lets you rep the classic and the cutting edge at once. The lines are borrowed from OG Nike running shoes like the Internationalist, rooting you to sneaker heritage, while responsive React cushioning adds modern comfort that feels unbelievably soft. Its 2-tone marble print speaks to the duality of the real world. 1 part yin, 1 part yang. Everything in perfect balance."
"2794","Nike Air VaporMax 2019","AR6631-004","Designed for running but adopted by the street, the Nike Air VaporMax 2019 features the lightest, most flexible Air Max cushioning to date. A stretch woven material wraps your foot for lightweight support and stability, while an external reinforcement in the heel secures the back of your foot."
"2795","Nike React Element 55","BQ6166-003","The Nike React Element 55 Shoe borrows design lines from heritage runners like the Nike Internationalist and then places it all on Nike React technology."
"2796","Nike Air Force 1 Low Retro","CQ0492-001","The legend lives on in the Nike Air Force 1 '07 Men's Shoe, a modern take on the iconic AF-1 that blends classic style and fresh details."
"2797","NikeCourt Zoom Cage 3","918193-700","The NikeCourt Zoom Cage 3 offers zoned durability with a lightweight, pliable overlay that moves with you. A Zoom Air unit in the heel delivers a low-profile ride with responsive cushioning."
"2798","Nike Air Max 90 Print","AQ0926-001","The Nike Air Max 90 Print Men's Shoe keeps the classic design lines of the 1990 original. It features a combination construction and rich mixture of materials and colours."
"2799","Nike Metcon Sport","AQ7489-008","The Nike Metcon Sport is designed for heavy weightlifting like all Metcons, but is updated for increased agility during explosive movements and speed drills."
"2800","Jordan Mars 270","CD7070-009","Drawing inspiration from four classic Air Jordans, the Jordan Mars 270 is a modern-day remix that offers a heavy dose of heritage, plus an enormous Max Air unit and springy foam for non-stop comfort."
"2801","Nike Air Zoom Vomero 14","AH7857-009","The Nike Air Zoom Vomero 14 takes responsive cushioning to the next level. A full-length cushioning unit works with Nike React technology to deliver a super-snappy, smooth ride. Up top, the sleek design feels durable and supports your stride through every mile."
"2802","Nike Air Max 720","CT5229-001","The Nike Air Max 720 updates a modern marvel with iridescent materials. Nike's tallest Air bag provides the most underfoot cushioning for ultimate comfort while iridescent details give your game a lift. Has Air Max gone too far? We hope so."
"2803","Nike Mercurial Vapor 13 Academy MDS IC","CJ1300-401","Dream of speed and play fast in the Nike Mercurial Vapor 13 Academy MDS IC. The soft upper wraps your foot for a second-skin fit, while the rubber outsole helps supercharge traction on the court or the street."
"2804","Nike Zoom Fly","880848-005","Built with a carbon-infused nylon plate inspired by the VaporFly 4%—our most efficient marathon shoe ever—the Nike Zoom Fly Men's Running Shoe is the perfect response to the demands of your toughest tempo runs, long runs and race days."
"2805","Nike Zoom Fly 3","AT8240-003","Inspired by the Vaporfly, the Nike Zoom Fly 3 gives distance runners race-day comfort and durability. The power of a carbon-fibre plate keeps you in the running mile after mile."
"2806","Nike Air Zoom Pegasus 35","942851-002","The Nike Air Zoom Pegasus 35 is built for runners at every level, whether you're a seasoned veteran or just starting out. It features a breathable mesh upper with an out-turned collar for Achilles comfort. Down below, the cushioning has been updated with full-length Zoom Air for the first time ever, to deliver a smoother, more natural stride."
"2807","Nike Air Zoom Pegasus 36 Trail","AR5677-200","An icon trades pavement for path with the Nike Air Zoom Pegasus 36 Trail. A perforated mesh upper adds breathability, as double Zoom Air units underfoot cushion your stride. Opposing lugs on the outsole optimise traction on your uphill climbs."
"2809","Nike Phantom Vision Club Dynamic Fit FG","AJ6959-717","The Nike Phantom Vision Club Dynamic Fit FG brings the fierce precision of street play to the pitch. A foot-hugging Dynamic Fit collar combines with targeted texture for precision to create a boot for the finishers, the providers and the battlers of tomorrow's game."
"2810","Nike Air Monarch IV","415445-102","The Nike Air Monarch IV Lifestyle/Gym Shoe delivers lightweight cushioning and durable support with a Phylon midsole and a leather upper. Flex grooves provide natural flexibility with every step."
"2811","Zoom Freak 1","BQ5422-200","Get your freak on in Giannis Antetokounmpo's debut signature shoe, Nike's first-ever for the international basketball sensation. The Zoom Freak 1 has the extra-responsive cushioning, forefoot stability and multi-directional traction needed to complement his freakishly athletic game."
